date,region,channel,spend_usd
2024-07-26,DE,referral,27.08
2024-07-27,DE,paid_search,136.63
2024-07-27,DE,organic,19.22
2024-07-27,DE,social,66.45
2024-07-27,DE,email,9.3
2024-07-27,DE,referral,24.2
2024-07-28,DE,paid_search,124.44
2024-07-28,DE,organic,15.3
2024-07-28,DE,social,52.62
2024-07-28,DE,email,11.18
2024-07-28,DE,referral,21.38
2024-07-29,DE,paid_search,142.0
2024-07-29,DE,organic,20.48
2024-07-29,DE,social,79.28
2024-07-29,DE,email,22.59
2024-07-29,DE,referral,23.5
2024-07-30,DE,paid_search,86.62
2024-07-30,DE,organic,16.1
2024-07-30,DE,social,74.09
2024-07-30,DE,email,10.79
2024-07-30,DE,referral,21.64
2024-07-31,DE,paid_search,128.39
2024-07-31,DE,organic,18.41
2024-07-31,DE,social,40.0
2024-07-31,DE,email,16.4
2024-07-31,DE,referral,12.87
2024-08-01,DE,paid_search,142.92
2024-08-01,DE,organic,13.89
2024-08-01,DE,social,82.35
2024-08-01,DE,email,12.17
2024-08-01,DE,referral,22.59
2024-08-02,DE,paid_search,195.5
2024-08-02,DE,organic,20.27
2024-08-02,DE,social,77.19
2024-08-02,DE,email,14.21
2024-08-02,DE,referral,31.66
2024-08-03,DE,paid_search,183.76
2024-08-03,DE,organic,15.75
2024-08-03,DE,social,100.94
2024-08-03,DE,email,14.0
2024-08-03,DE,referral,16.14
2024-08-04,DE,paid_search,146.09
2024-08-04,DE,organic,10.74
2024-08-04,DE,social,32.8
2024-08-04,DE,email,9.72
2024-08-04,DE,referral,21.9
2024-08-05,DE,paid_search,157.8
2024-08-05,DE,organic,11.0
2024-08-05,DE,social,31.01
2024-08-05,DE,email,17.44
2024-08-05,DE,referral,21.76
2024-08-06,DE,paid_search,212.51
2024-08-06,DE,organic,23.37
2024-08-06,DE,social,90.55
2024-08-06,DE,email,12.94
2024-08-06,DE,referral,19.14
2024-08-07,DE,paid_search,180.49
2024-08-07,DE,organic,16.32
2024-08-07,DE,social,65.22
2024-08-07,DE,email,6.06
2024-08-07,DE,referral,20.81
2024-08-08,DE,paid_search,194.95
2024-08-08,DE,organic,22.35
2024-08-08,DE,social,77.52
2024-08-08,DE,email,9.92
2024-08-08,DE,referral,26.05
2024-08-09,DE,paid_search,152.41
2024-08-09,DE,organic,15.45
2024-08-09,DE,social,48.66
2024-08-09,DE,email,19.46
2024-08-09,DE,referral,25.17
2024-08-10,DE,paid_search,185.37
2024-08-10,DE,organic,13.33
2024-08-10,DE,social,78.03
2024-08-10,DE,email,12.49
2024-08-10,DE,referral,25.4
2024-08-11,DE,paid_search,205.01
2024-08-11,DE,organic,10.9
2024-08-11,DE,social,55.95
2024-08-11,DE,email,14.81
2024-08-11,DE,referral,18.55
2024-08-12,DE,paid_search,184.17
2024-08-12,DE,organic,15.41
2024-08-12,DE,social,52.62
2024-08-12,DE,email,7.14
2024-08-12,DE,referral,23.82
2024-08-13,DE,paid_search,172.46
2024-08-13,DE,organic,21.12
2024-08-13,DE,social,82.77
2024-08-13,DE,email,0.77
2024-08-13,DE,referral,23.92
2024-08-14,DE,paid_search,97.25
2024-08-14,DE,organic,9.06
2024-08-14,DE,social,38.48
2024-08-14,DE,email,6.12
2024-08-14,DE,referral,22.73
2024-08-15,DE,paid_search,125.03
2024-08-15,DE,organic,10.54
2024-08-15,DE,social,76.94
2024-08-15,DE,email,9.22
2024-08-15,DE,referral,26.46
2024-08-16,DE,paid_search,208.47
2024-08-16,DE,organic,16.08
2024-08-16,DE,social,102.84
2024-08-16,DE,email,17.13
2024-08-16,DE,referral,21.7
2024-08-17,DE,paid_search,219.3
2024-08-17,DE,organic,14.36
2024-08-17,DE,social,39.11
2024-08-17,DE,email,7.8
2024-08-17,DE,referral,17.7
2024-08-18,DE,paid_search,173.44
2024-08-18,DE,organic,12.09
2024-08-18,DE,social,63.58
2024-08-18,DE,email,8.77
2024-08-18,DE,referral,17.78
2024-08-19,DE,paid_search,204.36
2024-08-19,DE,organic,18.52
2024-08-19,DE,social,65.47
2024-08-19,DE,email,16.64
2024-08-19,DE,referral,21.39
2024-08-20,DE,paid_search,158.11
2024-08-20,DE,organic,21.86
2024-08-20,DE,social,69.95
2024-08-20,DE,email,15.67
2024-08-20,DE,referral,25.74
2024-08-21,DE,paid_search,147.43
2024-08-21,DE,organic,11.07
2024-08-21,DE,social,76.74
2024-08-21,DE,email,16.37
2024-08-21,DE,referral,25.61
2024-08-22,DE,paid_search,218.42
2024-08-22,DE,organic,14.92
2024-08-22,DE,social,91.4
2024-08-22,DE,email,9.54
2024-08-22,DE,referral,22.32
2024-08-23,DE,paid_search,195.28
2024-08-23,DE,organic,20.85
2024-08-23,DE,social,78.47
2024-08-23,DE,email,11.9
2024-08-23,DE,referral,15.96
2024-08-24,DE,paid_search,144.36
2024-08-24,DE,organic,11.43
2024-08-24,DE,social,69.94
2024-08-24,DE,email,6.99
2024-08-24,DE,referral,14.24
2024-08-25,DE,paid_search,185.62
2024-08-25,DE,organic,20.15
2024-08-25,DE,social,70.98
2024-08-25,DE,email,12.96
2024-08-25,DE,referral,22.31
2024-08-26,DE,paid_search,170.61
2024-08-26,DE,organic,18.5
2024-08-26,DE,social,50.93
2024-08-26,DE,email,4.96
2024-08-26,DE,referral,15.85
2024-08-27,DE,paid_search,147.1
2024-08-27,DE,organic,21.08
2024-08-27,DE,social,80.98
2024-08-27,DE,email,14.45
2024-08-27,DE,referral,16.49
2024-08-28,DE,paid_search,150.29
2024-08-28,DE,organic,17.28
2024-08-28,DE,social,62.05
2024-08-28,DE,email,9.34
2024-08-28,DE,referral,20.05
2024-08-29,DE,paid_search,178.29
2024-08-29,DE,organic,13.15
2024-08-29,DE,social,72.52
2024-08-29,DE,email,17.07
2024-08-29,DE,referral,18.49
2024-08-30,DE,paid_search,153.28
2024-08-30,DE,organic,16.55
2024-08-30,DE,social,72.91
2024-08-30,DE,email,18.07
2024-08-30,DE,referral,22.87
2024-08-31,DE,paid_search,92.94
2024-08-31,DE,organic,23.5
2024-08-31,DE,social,81.76
2024-08-31,DE,email,11.56
2024-08-31,DE,referral,28.42
2024-09-01,DE,paid_search,123.22
2024-09-01,DE,organic,24.29
2024-09-01,DE,social,78.28
2024-09-01,DE,email,15.96
2024-09-01,DE,referral,37.55
2024-09-02,DE,paid_search,159.89
2024-09-02,DE,organic,16.59
2024-09-02,DE,social,56.09
2024-09-02,DE,email,12.37
2024-09-02,DE,referral,15.75
2024-09-03,DE,paid_search,145.85
2024-09-03,DE,organic,29.3
2024-09-03,DE,social,78.79
2024-09-03,DE,email,10.99
2024-09-03,DE,referral,20.14
2024-09-04,DE,paid_search,137.25
2024-09-04,DE,organic,21.46
2024-09-04,DE,social,74.77
2024-09-04,DE,email,17.88
2024-09-04,DE,referral,19.57
2024-09-05,DE,paid_search,143.38
2024-09-05,DE,organic,13.19
2024-09-05,DE,social,69.17
2024-09-05,DE,email,7.22
2024-09-05,DE,referral,9.94
2024-09-06,DE,paid_search,176.89
2024-09-06,DE,organic,9.58
2024-09-06,DE,social,84.26
2024-09-06,DE,email,11.15
2024-09-06,DE,referral,26.24
2024-09-07,DE,paid_search,87.08
2024-09-07,DE,organic,19.54
2024-09-07,DE,social,82.84
2024-09-07,DE,email,13.91
2024-09-07,DE,referral,27.22
2024-09-08,DE,paid_search,155.69
2024-09-08,DE,organic,6.6
2024-09-08,DE,social,85.09
2024-09-08,DE,email,13.77
2024-09-08,DE,referral,19.95
2024-09-09,DE,paid_search,120.8
2024-09-09,DE,organic,15.47
2024-09-09,DE,social,104.39
2024-09-09,DE,email,9.82
2024-09-09,DE,referral,12.0
2024-09-10,DE,paid_search,96.84
2024-09-10,DE,organic,16.85
2024-09-10,DE,social,108.46
2024-09-10,DE,email,19.78
2024-09-10,DE,referral,24.7
2024-09-11,DE,paid_search,115.47
2024-09-11,DE,organic,13.28
2024-09-11,DE,social,93.25
2024-09-11,DE,email,16.99
2024-09-11,DE,referral,17.84
2024-09-12,DE,paid_search,207.49
2024-09-12,DE,organic,16.02
2024-09-12,DE,social,90.16
2024-09-12,DE,email,16.4
2024-09-12,DE,referral,13.38
2024-09-13,DE,paid_search,170.27
2024-09-13,DE,organic,23.07
2024-09-13,DE,social,65.78
2024-09-13,DE,email,9.38
2024-09-13,DE,referral,23.88
2024-09-14,DE,paid_search,158.1
2024-09-14,DE,organic,15.61
2024-09-14,DE,social,76.46
2024-09-14,DE,email,7.43
2024-09-14,DE,referral,23.4
2024-09-15,DE,paid_search,213.92
2024-09-15,DE,organic,13.96
2024-09-15,DE,social,60.66
2024-09-15,DE,email,13.3
2024-09-15,DE,referral,36.37
2024-09-16,DE,paid_search,195.07
2024-09-16,DE,organic,16.6
2024-09-16,DE,social,77.26
2024-09-16,DE,email,16.57
2024-09-16,DE,referral,16.42
2024-09-17,DE,paid_search,176.4
2024-09-17,DE,organic,12.25
2024-09-17,DE,social,94.19
2024-09-17,DE,email,11.81
2024-09-17,DE,referral,22.32
2024-09-18,DE,paid_search,139.27
2024-09-18,DE,organic,19.97
2024-09-18,DE,social,73.16
2024-09-18,DE,email,19.63
2024-09-18,DE,referral,28.79
2024-09-19,DE,paid_search,103.11
2024-09-19,DE,organic,17.81
2024-09-19,DE,social,90.56
2024-09-19,DE,email,11.29
2024-09-19,DE,referral,27.69
2024-09-20,DE,paid_search,194.87
2024-09-20,DE,organic,16.64
2024-09-20,DE,social,95.27
2024-09-20,DE,email,5.07
2024-09-20,DE,referral,28.46
2024-09-21,DE,paid_search,186.91
2024-09-21,DE,organic,12.38
2024-09-21,DE,social,81.32
2024-09-21,DE,email,6.29
2024-09-21,DE,referral,17.19
2024-09-22,DE,paid_search,194.91
2024-09-22,DE,organic,16.95
2024-09-22,DE,social,75.2
2024-09-22,DE,email,12.89
2024-09-22,DE,referral,20.87
2024-09-23,DE,paid_search,190.77
2024-09-23,DE,organic,14.37
2024-09-23,DE,social,84.52
2024-09-23,DE,email,9.1
2024-09-23,DE,referral,25.19
2024-09-24,DE,paid_search,140.71
2024-09-24,DE,organic,16.83
2024-09-24,DE,social,69.57
2024-09-24,DE,email,12.0
2024-09-24,DE,referral,15.91
2024-09-25,DE,paid_search,165.59
2024-09-25,DE,organic,19.36
2024-09-25,DE,social,51.05
2024-09-25,DE,email,10.85
2024-09-25,DE,referral,21.41
2024-09-26,DE,paid_search,130.1
2024-09-26,DE,organic,16.05
2024-09-26,DE,social,107.41
2024-09-26,DE,email,9.5
2024-09-26,DE,referral,8.97
2024-09-27,DE,paid_search,130.1
2024-09-27,DE,organic,15.61
2024-09-27,DE,social,67.13
2024-09-27,DE,email,13.61
2024-09-27,DE,referral,15.79
2024-09-28,DE,paid_search,108.05
2024-09-28,DE,organic,14.13
2024-09-28,DE,social,64.0
2024-09-28,DE,email,19.51
2024-09-28,DE,referral,29.5
2024-09-29,DE,paid_search,89.14
2024-09-29,DE,organic,8.8
2024-09-29,DE,social,74.86
2024-09-29,DE,email,18.84
2024-09-29,DE,referral,24.79
2024-09-30,DE,paid_search,151.74
2024-09-30,DE,organic,15.06
2024-09-30,DE,social,97.1
2024-09-30,DE,email,13.32
2024-09-30,DE,referral,30.45
2024-10-01,DE,paid_search,88.45
2024-10-01,DE,organic,18.8
2024-10-01,DE,social,65.73
2024-10-01,DE,email,14.07
2024-10-01,DE,referral,22.58
2024-10-02,DE,paid_search,172.49
2024-10-02,DE,organic,21.15
2024-10-02,DE,social,103.08
2024-10-02,DE,email,18.97
2024-10-02,DE,referral,21.33
2024-10-03,DE,paid_search,132.26
2024-10-03,DE,organic,11.79
2024-10-03,DE,social,84.82
2024-10-03,DE,email,15.41
2024-10-03,DE,referral,14.09
2024-10-04,DE,paid_search,196.78
2024-10-04,DE,organic,16.57
2024-10-04,DE,social,52.48
2024-10-04,DE,email,10.05
2024-10-04,DE,referral,16.24
2024-10-05,DE,paid_search,117.6
2024-10-05,DE,organic,19.42
2024-10-05,DE,social,93.02
2024-10-05,DE,email,18.17
2024-10-05,DE,referral,17.54
2024-10-06,DE,paid_search,166.12
2024-10-06,DE,organic,14.25
2024-10-06,DE,social,76.88
2024-10-06,DE,email,8.03
2024-10-06,DE,referral,15.28
2024-10-07,DE,paid_search,183.72
2024-10-07,DE,organic,10.7
2024-10-07,DE,social,88.26
2024-10-07,DE,email,10.59
2024-10-07,DE,referral,11.02
2024-10-08,DE,paid_search,55.9
2024-10-08,DE,organic,23.22
2024-10-08,DE,social,40.06
2024-10-08,DE,email,12.54
2024-10-08,DE,referral,23.13
2024-10-09,DE,paid_search,102.77
2024-10-09,DE,organic,14.65
2024-10-09,DE,social,85.66
2024-10-09,DE,email,13.68
2024-10-09,DE,referral,18.8
2024-10-10,DE,paid_search,162.06
2024-10-10,DE,organic,16.57
2024-10-10,DE,social,57.94
2024-10-10,DE,email,16.58
2024-10-10,DE,referral,22.35
2024-10-11,DE,paid_search,82.54
2024-10-11,DE,organic,19.22
2024-10-11,DE,social,64.73
2024-10-11,DE,email,11.83
2024-10-11,DE,referral,21.29
2024-10-12,DE,paid_search,122.67
2024-10-12,DE,organic,24.66
2024-10-12,DE,social,47.94
2024-10-12,DE,email,12.93
2024-10-12,DE,referral,23.28
2024-10-13,DE,paid_search,154.58
2024-10-13,DE,organic,16.19
2024-10-13,DE,social,69.29
2024-10-13,DE,email,10.19
2024-10-13,DE,referral,16.89
2024-10-14,DE,paid_search,197.31
2024-10-14,DE,organic,15.12
2024-10-14,DE,social,117.28
2024-10-14,DE,email,14.88
2024-10-14,DE,referral,7.08
2024-10-15,DE,paid_search,186.78
2024-10-15,DE,organic,16.77
2024-10-15,DE,social,49.92
2024-10-15,DE,email,16.91
2024-10-15,DE,referral,18.93
2024-10-16,DE,paid_search,133.07
2024-10-16,DE,organic,18.59
2024-10-16,DE,social,98.36
2024-10-16,DE,email,13.11
2024-10-16,DE,referral,21.47
2024-10-17,DE,paid_search,126.34
2024-10-17,DE,organic,21.78
2024-10-17,DE,social,78.85
2024-10-17,DE,email,12.03
2024-10-17,DE,referral,19.39
2024-10-18,DE,paid_search,192.28
2024-10-18,DE,organic,15.89
2024-10-18,DE,social,96.19
2024-10-18,DE,email,11.25
2024-10-18,DE,referral,25.09
2024-10-19,DE,paid_search,160.92
2024-10-19,DE,organic,12.96
2024-10-19,DE,social,74.84
2024-10-19,DE,email,5.77
2024-10-19,DE,referral,17.3
2024-10-20,DE,paid_search,92.65
2024-10-20,DE,organic,25.49
2024-10-20,DE,social,46.55
2024-10-20,DE,email,20.99
2024-10-20,DE,referral,23.98
2024-10-21,DE,paid_search,133.15
2024-10-21,DE,organic,20.43
2024-10-21,DE,social,64.17
2024-10-21,DE,email,8.26
2024-10-21,DE,referral,21.67
2024-10-22,DE,paid_search,179.78
2024-10-22,DE,organic,22.43
2024-10-22,DE,social,86.02
2024-10-22,DE,email,11.06
2024-10-22,DE,referral,28.61
2024-10-23,DE,paid_search,197.48
2024-10-23,DE,organic,18.14
2024-10-23,DE,social,99.66
2024-10-23,DE,email,19.71
2024-10-23,DE,referral,18.36
2024-10-24,DE,paid_search,118.59
2024-10-24,DE,organic,14.57
2024-10-24,DE,social,50.69
2024-10-24,DE,email,14.63
2024-10-24,DE,referral,12.7
2024-10-25,DE,paid_search,201.39
2024-10-25,DE,organic,14.14
2024-10-25,DE,social,102.49
2024-10-25,DE,email,4.6
2024-10-25,DE,referral,19.2
2024-10-26,DE,paid_search,103.54
2024-10-26,DE,organic,22.75
2024-10-26,DE,social,108.61
2024-10-26,DE,email,5.28
2024-10-26,DE,referral,25.85
2024-10-27,DE,paid_search,193.88
2024-10-27,DE,organic,18.38
2024-10-27,DE,social,87.75
2024-10-27,DE,email,14.39
2024-10-27,DE,referral,25.87
2024-10-28,DE,paid_search,111.21
2024-10-28,DE,organic,22.1
2024-10-28,DE,social,80.5
2024-10-28,DE,email,13.23
2024-10-28,DE,referral,24.26
2024-10-29,DE,paid_search,104.39
2024-10-29,DE,organic,10.4
2024-10-29,DE,social,74.19
2024-10-29,DE,email,17.67
2024-10-29,DE,referral,14.95
2024-10-30,DE,paid_search,159.7
2024-10-30,DE,organic,13.95
2024-10-30,DE,social,60.23
2024-10-30,DE,email,14.35
2024-10-30,DE,referral,25.28
2024-10-31,DE,paid_search,122.88
2024-10-31,DE,organic,22.9
2024-10-31,DE,social,84.58
2024-10-31,DE,email,11.98
2024-10-31,DE,referral,23.1
2024-11-01,DE,paid_search,230.89
2024-11-01,DE,organic,20.2
2024-11-01,DE,social,63.14
2024-11-01,DE,email,12.69
2024-11-01,DE,referral,21.95
2024-11-02,DE,paid_search,178.45
2024-11-02,DE,organic,18.02
2024-11-02,DE,social,112.75
2024-11-02,DE,email,12.03
2024-11-02,DE,referral,12.06
2024-11-03,DE,paid_search,161.21
2024-11-03,DE,organic,15.13
2024-11-03,DE,social,47.74
2024-11-03,DE,email,10.51
2024-11-03,DE,referral,19.35
2024-11-04,DE,paid_search,196.6
2024-11-04,DE,organic,10.7
2024-11-04,DE,social,83.19
2024-11-04,DE,email,19.83
2024-11-04,DE,referral,20.32
2024-11-05,DE,paid_search,145.19
2024-11-05,DE,organic,20.06
2024-11-05,DE,social,86.49
2024-11-05,DE,email,17.27
2024-11-05,DE,referral,20.36
2024-11-06,DE,paid_search,179.86
2024-11-06,DE,organic,20.05
2024-11-06,DE,social,70.08
2024-11-06,DE,email,12.39
2024-11-06,DE,referral,21.19
2024-11-07,DE,paid_search,105.66
2024-11-07,DE,organic,15.35
2024-11-07,DE,social,105.11
2024-11-07,DE,email,16.06
2024-11-07,DE,referral,18.17
2024-11-08,DE,paid_search,152.4
2024-11-08,DE,organic,21.13
2024-11-08,DE,social,84.98
2024-11-08,DE,email,15.3
2024-11-08,DE,referral,24.09
2024-11-09,DE,paid_search,161.24
2024-11-09,DE,organic,16.29
2024-11-09,DE,social,53.64
2024-11-09,DE,email,14.96
2024-11-09,DE,referral,20.07
2024-11-10,DE,paid_search,89.97
2024-11-10,DE,organic,14.68
2024-11-10,DE,social,92.8
2024-11-10,DE,email,6.64
2024-11-10,DE,referral,15.78
2024-11-11,DE,paid_search,158.25
2024-11-11,DE,organic,22.97
2024-11-11,DE,social,95.62
2024-11-11,DE,email,17.54
2024-11-11,DE,referral,22.35
2024-11-12,DE,paid_search,145.0
2024-11-12,DE,organic,20.58
2024-11-12,DE,social,59.3
2024-11-12,DE,email,9.63
2024-11-12,DE,referral,15.11
2024-11-13,DE,paid_search,194.65
2024-11-13,DE,organic,13.45
2024-11-13,DE,social,95.64
2024-11-13,DE,email,13.22
2024-11-13,DE,referral,27.1
2024-11-14,DE,paid_search,110.72
2024-11-14,DE,organic,14.34
2024-11-14,DE,social,85.18
2024-11-14,DE,email,11.38
2024-11-14,DE,referral,8.0
2024-11-15,DE,paid_search,100.51
2024-11-15,DE,organic,12.27
2024-11-15,DE,social,56.63
2024-11-15,DE,email,14.92
2024-11-15,DE,referral,23.04
2024-11-16,DE,paid_search,159.21
2024-11-16,DE,organic,25.54
2024-11-16,DE,social,98.98
2024-11-16,DE,email,15.31
2024-11-16,DE,referral,13.31
2024-11-17,DE,paid_search,155.28
2024-11-17,DE,organic,18.27
2024-11-17,DE,social,68.56
2024-11-17,DE,email,18.19
2024-11-17,DE,referral,21.52
2024-11-18,DE,paid_search,106.02
2024-11-18,DE,organic,12.76
2024-11-18,DE,social,120.15
2024-11-18,DE,email,11.41
2024-11-18,DE,referral,10.21
2024-11-19,DE,paid_search,130.08
2024-11-19,DE,organic,9.24
2024-11-19,DE,social,94.04
2024-11-19,DE,email,6.52
2024-11-19,DE,referral,13.8
2024-11-20,DE,paid_search,153.15
2024-11-20,DE,organic,21.71
2024-11-20,DE,social,75.17
2024-11-20,DE,email,8.74
2024-11-20,DE,referral,22.22
2024-11-21,DE,paid_search,135.11
2024-11-21,DE,organic,21.81
2024-11-21,DE,social,92.85
2024-11-21,DE,email,11.04
2024-11-21,DE,referral,25.39
2024-11-22,DE,paid_search,163.37
2024-11-22,DE,organic,22.81
2024-11-22,DE,social,90.6
2024-11-22,DE,email,14.49
2024-11-22,DE,referral,28.3
2024-11-23,DE,paid_search,153.59
2024-11-23,DE,organic,13.71
2024-11-23,DE,social,80.34
2024-11-23,DE,email,11.62
2024-11-23,DE,referral,24.46
2024-11-24,DE,paid_search,155.37
2024-11-24,DE,organic,18.71
2024-11-24,DE,social,53.47
2024-11-24,DE,email,14.37
2024-11-24,DE,referral,14.42
2024-11-25,DE,paid_search,189.79
2024-11-25,DE,organic,21.09
2024-11-25,DE,social,83.15
2024-11-25,DE,email,13.74
2024-11-25,DE,referral,20.06
2024-11-26,DE,paid_search,129.93
2024-11-26,DE,organic,16.94
2024-11-26,DE,social,114.42
2024-11-26,DE,email,13.48
2024-11-26,DE,referral,14.1
2024-11-27,DE,paid_search,87.66
2024-11-27,DE,organic,10.89
2024-11-27,DE,social,69.28
2024-11-27,DE,email,16.78
2024-11-27,DE,referral,15.81
2024-11-28,DE,paid_search,207.38
2024-11-28,DE,organic,17.76
2024-11-28,DE,social,85.75
2024-11-28,DE,email,14.2
2024-11-28,DE,referral,24.39
2024-11-29,DE,paid_search,137.27
2024-11-29,DE,organic,7.08
2024-11-29,DE,social,65.25
2024-11-29,DE,email,9.92
2024-11-29,DE,referral,22.9
2024-11-30,DE,paid_search,161.39
2024-11-30,DE,organic,15.84
2024-11-30,DE,social,110.07
2024-11-30,DE,email,10.71
2024-11-30,DE,referral,9.43
2024-12-01,DE,paid_search,157.57
2024-12-01,DE,organic,22.05
2024-12-01,DE,social,81.99
2024-12-01,DE,email,11.61
2024-12-01,DE,referral,22.53
2024-12-02,DE,paid_search,223.34
2024-12-02,DE,organic,13.28
2024-12-02,DE,social,77.09
2024-12-02,DE,email,14.89
2024-12-02,DE,referral,22.6
2024-12-03,DE,paid_search,143.52
2024-12-03,DE,organic,15.19
2024-12-03,DE,social,71.05
2024-12-03,DE,email,14.45
2024-12-03,DE,referral,23.77
2024-12-04,DE,paid_search,233.12
2024-12-04,DE,organic,10.47
2024-12-04,DE,social,110.12
2024-12-04,DE,email,12.1
2024-12-04,DE,referral,20.77
2024-12-05,DE,paid_search,185.85
2024-12-05,DE,organic,20.62
2024-12-05,DE,social,98.62
2024-12-05,DE,email,17.13
2024-12-05,DE,referral,21.04
2024-12-06,DE,paid_search,206.08
2024-12-06,DE,organic,14.33
2024-12-06,DE,social,70.66
2024-12-06,DE,email,12.17
2024-12-06,DE,referral,18.45
2024-12-07,DE,paid_search,155.29
2024-12-07,DE,organic,20.81
2024-12-07,DE,social,88.96
2024-12-07,DE,email,10.8
2024-12-07,DE,referral,17.56
2024-12-08,DE,paid_search,120.28
2024-12-08,DE,organic,17.38
2024-12-08,DE,social,46.27
2024-12-08,DE,email,9.91
2024-12-08,DE,referral,18.81
2024-12-09,DE,paid_search,193.37
2024-12-09,DE,organic,16.44
2024-12-09,DE,social,95.74
2024-12-09,DE,email,13.35
2024-12-09,DE,referral,18.73
2024-12-10,DE,paid_search,136.43
2024-12-10,DE,organic,12.04
2024-12-10,DE,social,122.46
2024-12-10,DE,email,16.29
2024-12-10,DE,referral,24.46
2024-12-11,DE,paid_search,103.15
2024-12-11,DE,organic,15.08
2024-12-11,DE,social,57.85
2024-12-11,DE,email,13.16
2024-12-11,DE,referral,16.32
2024-12-12,DE,paid_search,127.36
2024-12-12,DE,organic,13.17
2024-12-12,DE,social,71.91
2024-12-12,DE,email,12.98
2024-12-12,DE,referral,20.12
2024-12-13,DE,paid_search,211.63
2024-12-13,DE,organic,20.45
2024-12-13,DE,social,61.52
2024-12-13,DE,email,13.79
2024-12-13,DE,referral,17.53
2024-12-14,DE,paid_search,137.89
2024-12-14,DE,organic,19.04
2024-12-14,DE,social,89.23
2024-12-14,DE,email,10.88
2024-12-14,DE,referral,15.38
2024-12-15,DE,paid_search,156.35
2024-12-15,DE,organic,18.85
2024-12-15,DE,social,64.29
2024-12-15,DE,email,15.35
2024-12-15,DE,referral,24.65
2024-12-16,DE,paid_search,128.03
2024-12-16,DE,organic,21.8
2024-12-16,DE,social,98.7
2024-12-16,DE,email,19.34
2024-12-16,DE,referral,30.34
2024-12-17,DE,paid_search,118.48
2024-12-17,DE,organic,20.93
2024-12-17,DE,social,93.32
2024-12-17,DE,email,11.64
2024-12-17,DE,referral,23.67
2024-12-18,DE,paid_search,81.18
2024-12-18,DE,organic,8.9
2024-12-18,DE,social,43.71
2024-12-18,DE,email,13.99
2024-12-18,DE,referral,23.57
2024-12-19,DE,paid_search,142.52
2024-12-19,DE,organic,24.31
2024-12-19,DE,social,95.38
2024-12-19,DE,email,7.66
2024-12-19,DE,referral,20.34
2024-12-20,DE,paid_search,117.06
2024-12-20,DE,organic,18.76
2024-12-20,DE,social,75.92
2024-12-20,DE,email,9.94
2024-12-20,DE,referral,30.25
2024-12-21,DE,paid_search,155.2
2024-12-21,DE,organic,15.23
2024-12-21,DE,social,71.66
2024-12-21,DE,email,17.91
2024-12-21,DE,referral,26.09
2024-12-22,DE,paid_search,146.79
2024-12-22,DE,organic,12.78
2024-12-22,DE,social,60.51
2024-12-22,DE,email,11.21
2024-12-22,DE,referral,23.94
2024-12-23,DE,paid_search,181.94
2024-12-23,DE,organic,13.92
2024-12-23,DE,social,91.81
2024-12-23,DE,email,9.85
2024-12-23,DE,referral,18.0
2024-12-24,DE,paid_search,97.56
2024-12-24,DE,organic,10.71
2024-12-24,DE,social,58.92
2024-12-24,DE,email,12.67
2024-12-24,DE,referral,15.97
2024-12-25,DE,paid_search,210.3
2024-12-25,DE,organic,13.04
2024-12-25,DE,social,80.02
2024-12-25,DE,email,16.96
2024-12-25,DE,referral,21.74
2024-12-26,DE,paid_search,139.08
2024-12-26,DE,organic,17.62
2024-12-26,DE,social,65.76
2024-12-26,DE,email,9.56
2024-12-26,DE,referral,24.51
2024-12-27,DE,paid_search,130.7
2024-12-27,DE,organic,20.98
2024-12-27,DE,social,91.73
2024-12-27,DE,email,13.28
2024-12-27,DE,referral,26.41
2024-12-28,DE,paid_search,132.19
2024-12-28,DE,organic,20.33
2024-12-28,DE,social,91.39
2024-12-28,DE,email,11.79
2024-12-28,DE,referral,18.97
2024-12-29,DE,paid_search,165.59
2024-12-29,DE,organic,25.37
2024-12-29,DE,social,72.06
2024-12-29,DE,email,11.31
2024-12-29,DE,referral,27.51
2024-12-30,DE,paid_search,155.61
2024-12-30,DE,organic,20.68
2024-12-30,DE,social,104.7
2024-12-30,DE,email,6.67
2024-12-30,DE,referral,21.05
2024-12-31,DE,paid_search,144.21
2024-12-31,DE,organic,12.91
2024-12-31,DE,social,39.81
2024-12-31,DE,email,7.68
2024-12-31,DE,referral,21.8
2025-01-01,DE,paid_search,132.57
2025-01-01,DE,organic,13.59
2025-01-01,DE,social,78.31
2025-01-01,DE,email,10.54
2025-01-01,DE,referral,28.1
2025-01-02,DE,paid_search,129.25
2025-01-02,DE,organic,23.4
2025-01-02,DE,social,75.93
2025-01-02,DE,email,10.67
2025-01-02,DE,referral,17.4
2025-01-03,DE,paid_search,210.9
2025-01-03,DE,organic,19.96
2025-01-03,DE,social,61.98
2025-01-03,DE,email,13.13
2025-01-03,DE,referral,8.72
2025-01-04,DE,paid_search,102.07
2025-01-04,DE,organic,13.81
2025-01-04,DE,social,61.68
2025-01-04,DE,email,16.62
2025-01-04,DE,referral,11.08
2025-01-05,DE,paid_search,98.39
2025-01-05,DE,organic,18.92
2025-01-05,DE,social,80.9
2025-01-05,DE,email,11.64
2025-01-05,DE,referral,32.15
2025-01-06,DE,paid_search,176.62
2025-01-06,DE,organic,22.2
2025-01-06,DE,social,75.53
2025-01-06,DE,email,11.02
2025-01-06,DE,referral,18.42
2025-01-07,DE,paid_search,188.48
